EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,,,,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER,,,
5484190,JEFFERSON (ZONE), ,11/17/2005,1745,Heavy Snow, , ,0,0,50000,0,NY,EST, ,1201785,Z,7,BUF,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"The first lake effect event of the season brought over a foot of heavy, wet snow to the areas downwind of Lake Erie while areas east of Lake Ontario received seven to ten inches. Off Lake Erie, the heavy snow, falling at the rate of 2 per hour", concentrated within an eight mile wide stip from the lake shore near Silver Creek and Angola, Elma and Alden. The weight of the wet snow caused several buildings to collapse," including a large bowling in Hamburg. Specific snow totals included: 18"" at Elma; 17"" at Marilla; 16"" at Orchard Park and Hamburg; 14"" at Bennington; 13"" at East Aurora; 9"" at Carthage and Harrisville; 8"" at Darien and 7"" at Beaver Falls.""",11
5484191,LEWIS (ZONE), ,11/17/2005,1745,Heavy Snow, , ,0,0,50000,0,NY,EST, ,1201785,Z,8,BUF,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"The first lake effect event of the season brought over a foot of heavy, wet snow to the areas downwind of Lake Erie while areas east of Lake Ontario received seven to ten inches. Off Lake Erie, the heavy snow, falling at the rate of 2 per hour", concentrated within an eight mile wide stip from the lake shore near Silver Creek and Angola, Elma and Alden. The weight of the wet snow caused several buildings to collapse," including a large bowling in Hamburg. Specific snow totals included: 18"" at Elma; 17"" at Marilla; 16"" at Orchard Park and Hamburg; 14"" at Bennington; 13"" at East Aurora; 9"" at Carthage and Harrisville; 8"" at Darien and 7"" at Beaver Falls.""",12
5484189,CHAUTAUQUA (ZONE), ,11/17/2005,1755,Heavy Snow, , ,0,0,100000,0,NY,EST, ,1201785,Z,19,BUF,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"The first lake effect event of the season brought over a foot of heavy, wet snow to the areas downwind of Lake Erie while areas east of Lake Ontario received seven to ten inches. Off Lake Erie, the heavy snow, falling at the rate of 2 per hour", concentrated within an eight mile wide stip from the lake shore near Silver Creek and Angola, Elma and Alden. The weight of the wet snow caused several buildings to collapse," including a large bowling in Hamburg. Specific snow totals included: 18"" at Elma; 17"" at Marilla; 16"" at Orchard Park and Hamburg; 14"" at Bennington; 13"" at East Aurora; 9"" at Carthage and Harrisville; 8"" at Darien and 7"" at Beaver Falls.""",13
5484263,CATTARAUGUS (ZONE), ,11/24/2005,1334,Heavy Snow, , ,0,0,20000,0,NY,EST, ,1201790,Z,20,BUF,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,Lake effect snows began on Thanksgiving Day following the passage of a strong cold front. Snowfall totals reached a foot or more across the higher elevations of the western southern tier as well as a large portion of Jefferson and western Lewis counties. Specific reported snowfalls off Lake Erie included: 24 at Ellicottville," 22"" at South Dayton; 16"" at Perrysburg; 13"" at Sinclairville; 11"" at Lancaster; 10"" at Warsaw and 7"" at Buffalo. Off Lake Ontario",,,
5484968,NORTHERN ONEIDA (ZONE), ,11/24/2005,2100,Heavy Snow, , ,0,0,0,0,NY,EST, ,1201850,Z,9,BGM,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,Cold arctic air crossing the warm open waters of Lake Ontario caused lake effect snow behind a cold front that passed through the area midday on the 24th (Thanksgiving).  A west to east band of lake effect snow was in northern Oneida County during the evening of the 24th.  After the band of moderate to heavy snow moved out scattered snow showers continued into the next day.  Snowfall amounts across the northern third of Oneida County were 6 to 14 inches with isolated amounts up to 20 inches.,,15,,,
5484262,CHAUTAUQUA (ZONE), ,11/24/2005,2130,Heavy Snow, , ,0,0,20000,0,NY,EST, ,1201790,Z,19,BUF,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,Lake effect snows began on Thanksgiving Day following the passage of a strong cold front. Snowfall totals reached a foot or more across the higher elevations of the western southern tier as well as a large portion of Jefferson and western Lewis counties. Specific reported snowfalls off Lake Erie included: 24 at Ellicottville," 22"" at South Dayton; 16"" at Perrysburg; 13"" at Sinclairville; 11"" at Lancaster; 10"" at Warsaw and 7"" at Buffalo. Off Lake Ontario",,,
5484266,LEWIS (ZONE), ,11/24/2005,2145,Heavy Snow, , ,0,0,20000,0,NY,EST, ,1201790,Z,8,BUF,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,Lake effect snows began on Thanksgiving Day following the passage of a strong cold front. Snowfall totals reached a foot or more across the higher elevations of the western southern tier as well as a large portion of Jefferson and western Lewis counties. Specific reported snowfalls off Lake Erie included: 24 at Ellicottville," 22"" at South Dayton; 16"" at Perrysburg; 13"" at Sinclairville; 11"" at Lancaster; 10"" at Warsaw and 7"" at Buffalo. Off Lake Ontario",,,
5484265,OSWEGO (ZONE), ,11/25/2005,800,Heavy Snow, , ,0,0,20000,0,NY,EST, ,1201790,Z,6,BUF,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,Lake effect snows began on Thanksgiving Day following the passage of a strong cold front. Snowfall totals reached a foot or more across the higher elevations of the western southern tier as well as a large portion of Jefferson and western Lewis counties. Specific reported snowfalls off Lake Erie included: 24 at Ellicottville," 22"" at South Dayton; 16"" at Perrysburg; 13"" at Sinclairville; 11"" at Lancaster; 10"" at Warsaw and 7"" at Buffalo. Off Lake Ontario",,,
5484261,WYOMING (ZONE), ,11/25/2005,820,Heavy Snow, , ,0,0,10000,0,NY,EST, ,1201790,Z,12,BUF,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,Lake effect snows began on Thanksgiving Day following the passage of a strong cold front. Snowfall totals reached a foot or more across the higher elevations of the western southern tier as well as a large portion of Jefferson and western Lewis counties. Specific reported snowfalls off Lake Erie included: 24 at Ellicottville," 22"" at South Dayton; 16"" at Perrysburg; 13"" at Sinclairville; 11"" at Lancaster; 10"" at Warsaw and 7"" at Buffalo. Off Lake Ontario",,,
5484264,SOUTHERN ERIE (ZONE), ,11/25/2005,1620,Heavy Snow, , ,0,0,20000,0,NY,EST, ,1201790,Z,85,BUF,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,Lake effect snows began on Thanksgiving Day following the passage of a strong cold front. Snowfall totals reached a foot or more across the higher elevations of the western southern tier as well as a large portion of Jefferson and western Lewis counties. Specific reported snowfalls off Lake Erie included: 24 at Ellicottville," 22"" at South Dayton; 16"" at Perrysburg; 13"" at Sinclairville; 11"" at Lancaster; 10"" at Warsaw and 7"" at Buffalo. Off Lake Ontario",,,
5484267,NORTHERN ERIE (ZONE), ,11/25/2005,1955,Heavy Snow, , ,0,0,10000,0,NY,EST, ,1201790,Z,10,BUF,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,Lake effect snows began on Thanksgiving Day following the passage of a strong cold front. Snowfall totals reached a foot or more across the higher elevations of the western southern tier as well as a large portion of Jefferson and western Lewis counties. Specific reported snowfalls off Lake Erie included: 24 at Ellicottville," 22"" at South Dayton; 16"" at Perrysburg; 13"" at Sinclairville; 11"" at Lancaster; 10"" at Warsaw and 7"" at Buffalo. Off Lake Ontario",,,
5488013,CHAUTAUQUA (ZONE), ,12/2/2005,1025,Heavy Snow, , ,0,0,5000,0,NY,EST, ,1203194,Z,19,BUF,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"Lake effect snows developed to the southeast of Lakes Erie and Ontario. The two-day event brought the bulk of snow off Lake Erie on the 2nd and off Lake Ontario on the 3rd. Snowfall amounts were impressive and were focused well inland rather than along the lake shores. Specific snowfall reports included: off Lake Erie 18 at Sherman and Jamestown; 13"" at Cherry Hill; 9"" at Ellicottville; and 8"" at Friendship; off Lake Ontario 20"" at West Monroe and Constantia; 10"" at Cato and 7"" at Barnes Corners.""",22,,,
5488014,CATTARAUGUS (ZONE), ,12/2/2005,1225,Heavy Snow, , ,0,0,5000,0,NY,EST, ,1203194,Z,20,BUF,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"Lake effect snows developed to the southeast of Lakes Erie and Ontario. The two-day event brought the bulk of snow off Lake Erie on the 2nd and off Lake Ontario on the 3rd. Snowfall amounts were impressive and were focused well inland rather than along the lake shores. Specific snowfall reports included: off Lake Erie 18 at Sherman and Jamestown; 13"" at Cherry Hill; 9"" at Ellicottville; and 8"" at Friendship; off Lake Ontario 20"" at West Monroe and Constantia; 10"" at Cato and 7"" at Barnes Corners.""",23,,,
5488015,OSWEGO (ZONE), ,12/2/2005,1325,Heavy Snow, , ,0,0,5000,0,NY,EST, ,1203194,Z,6,BUF,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"Lake effect snows developed to the southeast of Lakes Erie and Ontario. The two-day event brought the bulk of snow off Lake Erie on the 2nd and off Lake Ontario on the 3rd. Snowfall amounts were impressive and were focused well inland rather than along the lake shores. Specific snowfall reports included: off Lake Erie 18 at Sherman and Jamestown; 13"" at Cherry Hill; 9"" at Ellicottville; and 8"" at Friendship; off Lake Ontario 20"" at West Monroe and Constantia; 10"" at Cato and 7"" at Barnes Corners.""",24,,,
5488016,LEWIS (ZONE), ,12/2/2005,1600,Heavy Snow, , ,0,0,5000,0,NY,EST, ,1203194,Z,8,BUF,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"Lake effect snows developed to the southeast of Lakes Erie and Ontario. The two-day event brought the bulk of snow off Lake Erie on the 2nd and off Lake Ontario on the 3rd. Snowfall amounts were impressive and were focused well inland rather than along the lake shores. Specific snowfall reports included: off Lake Erie 18 at Sherman and Jamestown; 13"" at Cherry Hill; 9"" at Ellicottville; and 8"" at Friendship; off Lake Ontario 20"" at West Monroe and Constantia; 10"" at Cato and 7"" at Barnes Corners.""",25,,,
5488017,OSWEGO (ZONE), ,12/4/2005,2100,Heavy Snow, , ,0,0,5000,0,NY,EST, ,1203195,Z,6,BUF,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"Westerly winds lined up in the lower levels off Lake Ontario and snowbands set up during the afternoon of the 4th. The activity remained pretty much steady state across northern Oswego and southern Lewis counties through most of the night. Twelve to sixteen inches fell in a ten mile wide area focusing on far northern Oswego county and the Tug Hill of Lewis county. Redfield reported 16 inches,  Highmarket 14 and North Osceola 13"".""",26,,,
5488018,LEWIS (ZONE), ,12/5/2005,240,Heavy Snow, , ,0,0,5000,0,NY,EST, ,1203195,Z,8,BUF,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"Westerly winds lined up in the lower levels off Lake Ontario and snowbands set up during the afternoon of the 4th. The activity remained pretty much steady state across northern Oswego and southern Lewis counties through most of the night. Twelve to sixteen inches fell in a ten mile wide area focusing on far northern Oswego county and the Tug Hill of Lewis county. Redfield reported 16 inches,  Highmarket 14 and North Osceola 13"".""",27,,,
5482749,NORTHEAST SUFFOLK (ZONE), ,12/6/2005,700,Heavy Snow, , ,0,0,0,0,NY,EST, ,1202596,Z,79,OKX,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"
A low pressure system developed off the southeast U.S. coast Monday morning, December 5th.  This low gradually intensified as it moved northeast and passed southeast of Long Island Monday night. 

Snow developed during Monday afternoon.  Periods of heavy snow occurred during Monday night.

Here are selected snowfall amounts for Eastern Suffolk County:

5.5 inches was measured at Moriches and Patchogue Village
6.0 inches was measured at Bridgehampton and East Quogue.",28,,,
5482750,SOUTHEAST SUFFOLK (ZONE), ,12/6/2005,700,Heavy Snow, , ,0,0,0,0,NY,EST, ,1202596,Z,81,OKX,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"
A low pressure system developed off the southeast U.S. coast Monday morning, December 5th.  This low gradually intensified as it moved northeast and passed southeast of Long Island Monday night. 

Snow developed during Monday afternoon.  Periods of heavy snow occurred during Monday night.

Here are selected snowfall amounts for Eastern Suffolk County:

5.5 inches was measured at Moriches and Patchogue Village
6.0 inches was measured at Bridgehampton and East Quogue.",29,,,
5488019,OSWEGO (ZONE), ,12/6/2005,1030,Heavy Snow, , ,0,0,5000,0,NY,EST, ,1203196,Z,6,BUF,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"An upper trough cross the Great Lakes reinforcing the arctic air over the region. Lake effect snows fell downwind of Lakes Erie and Ontario. Off Lake Erie, the activity focused on northern Chautauqua, northern Cattaraugus, southern Erie and southern Wyoming counties. Over 20 inches fell in a narrow band along the three county line. Reports from spotters included: Perrysburg 29; Arcade 24""; Chaffee 22""; South Dayton 15""; Dunkirk 13""; Colden 8""; and Ellicottville 7"". ",,,,
Off Lake Ontario," the lake snows began over central Jefferson and northern Lewis counties settling south over the Tug Hill and eventually across southern Oswego county. Reported snowfall totals included: Mexico 17""; Highmarket 16""; Constantia 14"" and Oswego 12"".""",30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5488025,WYOMING (ZONE), ,12/6/2005,1620,Heavy Snow, , ,0,0,5000,0,NY,EST, ,1203196,Z,12,BUF,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"An upper trough cross the Great Lakes reinforcing the arctic air over the region. Lake effect snows fell downwind of Lakes Erie and Ontario. Off Lake Erie, the activity focused on northern Chautauqua, northern Cattaraugus, southern Erie and southern Wyoming counties. Over 20 inches fell in a narrow band along the three county line. Reports from spotters included: Perrysburg 29; Arcade 24""; Chaffee 22""; South Dayton 15""; Dunkirk 13""; Colden 8""; and Ellicottville 7"". ",,,,
Off Lake Ontario," the lake snows began over central Jefferson and northern Lewis counties settling south over the Tug Hill and eventually across southern Oswego county. Reported snowfall totals included: Mexico 17""; Highmarket 16""; Constantia 14"" and Oswego 12"".""",31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5488022,CHAUTAUQUA (ZONE), ,12/6/2005,1650,Heavy Snow, , ,0,0,5000,0,NY,EST, ,1203196,Z,19,BUF,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"An upper trough cross the Great Lakes reinforcing the arctic air over the region. Lake effect snows fell downwind of Lakes Erie and Ontario. Off Lake Erie, the activity focused on northern Chautauqua, northern Cattaraugus, southern Erie and southern Wyoming counties. Over 20 inches fell in a narrow band along the three county line. Reports from spotters included: Perrysburg 29; Arcade 24""; Chaffee 22""; South Dayton 15""; Dunkirk 13""; Colden 8""; and Ellicottville 7"". ",,,,
Off Lake Ontario," the lake snows began over central Jefferson and northern Lewis counties settling south over the Tug Hill and eventually across southern Oswego county. Reported snowfall totals included: Mexico 17""; Highmarket 16""; Constantia 14"" and Oswego 12"".""",32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5488023,CATTARAUGUS (ZONE), ,12/6/2005,1740,Heavy Snow, , ,0,0,5000,0,NY,EST, ,1203196,Z,20,BUF,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"An upper trough cross the Great Lakes reinforcing the arctic air over the region. Lake effect snows fell downwind of Lakes Erie and Ontario. Off Lake Erie, the activity focused on northern Chautauqua, northern Cattaraugus, southern Erie and southern Wyoming counties. Over 20 inches fell in a narrow band along the three county line. Reports from spotters included: Perrysburg 29; Arcade 24""; Chaffee 22""; South Dayton 15""; Dunkirk 13""; Colden 8""; and Ellicottville 7"". ",,,,
Off Lake Ontario," the lake snows began over central Jefferson and northern Lewis counties settling south over the Tug Hill and eventually across southern Oswego county. Reported snowfall totals included: Mexico 17""; Highmarket 16""; Constantia 14"" and Oswego 12"".""",33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5488021,LEWIS (ZONE), ,12/6/2005,2005,Heavy Snow, , ,0,0,5000,0,NY,EST, ,1203196,Z,8,BUF,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"An upper trough cross the Great Lakes reinforcing the arctic air over the region. Lake effect snows fell downwind of Lakes Erie and Ontario. Off Lake Erie, the activity focused on northern Chautauqua, northern Cattaraugus, southern Erie and southern Wyoming counties. Over 20 inches fell in a narrow band along the three county line. Reports from spotters included: Perrysburg 29; Arcade 24""; Chaffee 22""; South Dayton 15""; Dunkirk 13""; Colden 8""; and Ellicottville 7"". ",,,,
Off Lake Ontario," the lake snows began over central Jefferson and northern Lewis counties settling south over the Tug Hill and eventually across southern Oswego county. Reported snowfall totals included: Mexico 17""; Highmarket 16""; Constantia 14"" and Oswego 12"".""",34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5488020,OSWEGO (ZONE), ,12/7/2005,610,Heavy Snow, , ,0,0,5000,0,NY,EST, ,1203196,Z,6,BUF,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"An upper trough cross the Great Lakes reinforcing the arctic air over the region. Lake effect snows fell downwind of Lakes Erie and Ontario. Off Lake Erie, the activity focused on northern Chautauqua, northern Cattaraugus, southern Erie and southern Wyoming counties. Over 20 inches fell in a narrow band along the three county line. Reports from spotters included: Perrysburg 29; Arcade 24""; Chaffee 22""; South Dayton 15""; Dunkirk 13""; Colden 8""; and Ellicottville 7"". ",,,,
Off Lake Ontario," the lake snows began over central Jefferson and northern Lewis counties settling south over the Tug Hill and eventually across southern Oswego county. Reported snowfall totals included: Mexico 17""; Highmarket 16""; Constantia 14"" and Oswego 12"".""",35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5488024,SOUTHERN ERIE (ZONE), ,12/7/2005,730,Heavy Snow, , ,0,0,5000,0,NY,EST, ,1203196,Z,85,BUF,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"An upper trough cross the Great Lakes reinforcing the arctic air over the region. Lake effect snows fell downwind of Lakes Erie and Ontario. Off Lake Erie, the activity focused on northern Chautauqua, northern Cattaraugus, southern Erie and southern Wyoming counties. Over 20 inches fell in a narrow band along the three county line. Reports from spotters included: Perrysburg 29; Arcade 24""; Chaffee 22""; South Dayton 15""; Dunkirk 13""; Colden 8""; and Ellicottville 7"". ",,,,
Off Lake Ontario," the lake snows began over central Jefferson and northern Lewis counties settling south over the Tug Hill and eventually across southern Oswego county. Reported snowfall totals included: Mexico 17""; Highmarket 16""; Constantia 14"" and Oswego 12"".""",36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5488470,SULLIVAN (ZONE), ,12/9/2005,500,Heavy Snow, , ,0,0,10000,0,NY,EST, ,1202850,Z,62,BGM,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"A surface low moved northeast out of the Ohio Valley on the 8th to eastern Canada late on the 9th.  Cold air across the region ahead of the storm kept all of the precipitation as snow.  The snow moved into the area late in the evening of the 8th.  Snowfall amounts were mostly from 6 to 10 inches.  In southern Sullivan County amounts were higher, from 9 to 12 inches.",37,,,
5482763,ORANGE (ZONE), ,12/9/2005,700,Heavy Snow, , ,0,0,0,0,NY,EST, ,1202599,Z,67,OKX,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"
A vigorous upper level disturbance tracked across the Great Lakes during the evening hours of December 8th with snows breaking out across the area during the early morning hours on the 9th.  A secondary low developed off the Mid Atlantic coast and was located near the northern Delmarva region at 7 am.  The snow was the heaviest through mid morning and ended by early afternoon.  The low rapidly deepened as it tracked to the northeast of the area.

Snowfall amounts ranged from 6 inches in Manhattan to just over a foot in northern portions of the Lower Hudson Valley.

Selected snowfall amounts include:

5.8 inches at the Central Park Zoo
6.0 inches in the Bronx
8.0 inches at White Plains
8.5 inches at Nyack
10.0 inches at Newburgh
12.0 inches at Port Jervis
13.0 inches at Hamptonburgh",38,,,
5488469,DELAWARE (ZONE), ,12/9/2005,800,Heavy Snow, , ,0,0,10000,0,NY,EST, ,1202850,Z,57,BGM,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"A surface low moved northeast out of the Ohio Valley on the 8th to eastern Canada late on the 9th.  Cold air across the region ahead of the storm kept all of the precipitation as snow.  The snow moved into the area late in the evening of the 8th.  Snowfall amounts were mostly from 6 to 10 inches.  In southern Sullivan County amounts were higher, from 9 to 12 inches.",39,,,
5482764,PUTNAM (ZONE), ,12/9/2005,900,Heavy Snow, , ,0,0,0,0,NY,EST, ,1202599,Z,68,OKX,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"
A vigorous upper level disturbance tracked across the Great Lakes during the evening hours of December 8th with snows breaking out across the area during the early morning hours on the 9th.  A secondary low developed off the Mid Atlantic coast and was located near the northern Delmarva region at 7 am.  The snow was the heaviest through mid morning and ended by early afternoon.  The low rapidly deepened as it tracked to the northeast of the area.

Snowfall amounts ranged from 6 inches in Manhattan to just over a foot in northern portions of the Lower Hudson Valley.

Selected snowfall amounts include:

5.8 inches at the Central Park Zoo
6.0 inches in the Bronx
8.0 inches at White Plains
8.5 inches at Nyack
10.0 inches at Newburgh
12.0 inches at Port Jervis
13.0 inches at Hamptonburgh",40,,,
