EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER,,,,,,,,,,,,,,,,,
5721266,NORTHERN ONEIDA (ZONE), ,12/26/1999,1700,Heavy Snow, , ,0,0,0,0,NY,EST, ,2413981,Z,9,BGM,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"An arctic air mass in the wake of a strong cold front brought locally heavy lake effect snow to Oneida, Onondaga and Madison counties. Specific snowfall reports included: Baldinsville 12; Clay 9""; Morrisville 8.4""; Cazenovia 7""; and Boonville 8"".""",23,,,,,,,,,,,,,,,,,
5721269,SOUTHERN ONEIDA (ZONE), ,12/26/1999,1700,Heavy Snow, , ,0,0,0,0,NY,EST, ,2413981,Z,37,BGM,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"An arctic air mass in the wake of a strong cold front brought locally heavy lake effect snow to Oneida, Onondaga and Madison counties. Specific snowfall reports included: Baldinsville 12; Clay 9""; Morrisville 8.4""; Cazenovia 7""; and Boonville 8"".""",24,,,,,,,,,,,,,,,,,
5721267,MADISON (ZONE), ,12/26/1999,1700,Heavy Snow, , ,0,0,0,0,NY,EST, ,2413981,Z,36,BGM,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"An arctic air mass in the wake of a strong cold front brought locally heavy lake effect snow to Oneida, Onondaga and Madison counties. Specific snowfall reports included: Baldinsville 12; Clay 9""; Morrisville 8.4""; Cazenovia 7""; and Boonville 8"".""",25,,,,,,,,,,,,,,,,,
5720687,ORLEANS (ZONE), ,12/26/1999,2248,Heavy Snow, , ,0,0,8000,0,NY,EST, ,2414641,Z,2,BUF,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"Locally heavy snowbands set up on a west to northwest wind off Lakes Erie and Ontario. The heaviest snow fell close to Lake Ontario from Orleans to Northern Cayuga Counties with six to nine inches across the Rochester metro area. Specific storm totals included: Ellicottville 11; Highmarket 10""; Ontario 9""; Rochester and Little Valley 8""; Sandy Creek"," Jamestown and Alfred 6"".""",,,,,,,,,,,,,,,,,
5720688,MONROE (ZONE), ,12/27/1999,200,Heavy Snow, , ,0,0,15000,0,NY,EST, ,2414641,Z,3,BUF,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"Locally heavy snowbands set up on a west to northwest wind off Lakes Erie and Ontario. The heaviest snow fell close to Lake Ontario from Orleans to Northern Cayuga Counties with six to nine inches across the Rochester metro area. Specific storm totals included: Ellicottville 11; Highmarket 10""; Ontario 9""; Rochester and Little Valley 8""; Sandy Creek"," Jamestown and Alfred 6"".""",,,,,,,,,,,,,,,,,
5720689,OSWEGO (ZONE), ,12/27/1999,715,Heavy Snow, , ,0,0,10000,0,NY,EST, ,2414641,Z,6,BUF,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"Locally heavy snowbands set up on a west to northwest wind off Lakes Erie and Ontario. The heaviest snow fell close to Lake Ontario from Orleans to Northern Cayuga Counties with six to nine inches across the Rochester metro area. Specific storm totals included: Ellicottville 11; Highmarket 10""; Ontario 9""; Rochester and Little Valley 8""; Sandy Creek"," Jamestown and Alfred 6"".""",,,,,,,,,,,,,,,,,
5720690,NORTHERN CAYUGA (ZONE), ,12/27/1999,1200,Heavy Snow, , ,0,0,8000,0,NY,EST, ,2414641,Z,5,BUF,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"Locally heavy snowbands set up on a west to northwest wind off Lakes Erie and Ontario. The heaviest snow fell close to Lake Ontario from Orleans to Northern Cayuga Counties with six to nine inches across the Rochester metro area. Specific storm totals included: Ellicottville 11; Highmarket 10""; Ontario 9""; Rochester and Little Valley 8""; Sandy Creek"," Jamestown and Alfred 6"".""",,,,,,,,,,,,,,,,,
5720691,WAYNE (ZONE), ,12/27/1999,1620,Heavy Snow, , ,0,0,12000,0,NY,EST, ,2414641,Z,4,BUF,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"Locally heavy snowbands set up on a west to northwest wind off Lakes Erie and Ontario. The heaviest snow fell close to Lake Ontario from Orleans to Northern Cayuga Counties with six to nine inches across the Rochester metro area. Specific storm totals included: Ellicottville 11; Highmarket 10""; Ontario 9""; Rochester and Little Valley 8""; Sandy Creek"," Jamestown and Alfred 6"".""",,,,,,,,,,,,,,,,,
5720692,CATTARAUGUS (ZONE), ,12/27/1999,1950,Heavy Snow, , ,0,0,8000,0,NY,EST, ,2414641,Z,20,BUF,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"Locally heavy snowbands set up on a west to northwest wind off Lakes Erie and Ontario. The heaviest snow fell close to Lake Ontario from Orleans to Northern Cayuga Counties with six to nine inches across the Rochester metro area. Specific storm totals included: Ellicottville 11; Highmarket 10""; Ontario 9""; Rochester and Little Valley 8""; Sandy Creek"," Jamestown and Alfred 6"".""",,,,,,,,,,,,,,,,,
5130673,CHENANGO (ZONE), ,1/12/2000,2300,Heavy Snow, , ,0,0,0,0,NY,EST, ,1090833,Z,45,BGM,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"A low pressure system tracked across Ohio into Maryland late on the 12th spreading snow into Central New York. The low then tracked off the mid-Atlantic coast during the day of the 13th. Snow continued across the region during the morning of the 13th before tapering off to a few flurries during the afternoon. The heaviest snow (5 to 8 inches) fell over the Finger Lakes, Central Southern Tier, Susquehanna Region and Western Catskills. Lesser amounts  (2 to 5 inches) of snow fell over the Mohawk Valley. Many automobile accidents were reported throughout the region, but none were serious. Numerous schools closed.",32,,,,,,,,,,,,,,,,,
5130687,YATES (ZONE), ,1/12/2000,2300,Heavy Snow, , ,0,0,0,0,NY,EST, ,1090833,Z,15,BGM,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"A low pressure system tracked across Ohio into Maryland late on the 12th spreading snow into Central New York. The low then tracked off the mid-Atlantic coast during the day of the 13th. Snow continued across the region during the morning of the 13th before tapering off to a few flurries during the afternoon. The heaviest snow (5 to 8 inches) fell over the Finger Lakes, Central Southern Tier, Susquehanna Region and Western Catskills. Lesser amounts  (2 to 5 inches) of snow fell over the Mohawk Valley. Many automobile accidents were reported throughout the region, but none were serious. Numerous schools closed.",33,,,,,,,,,,,,,,,,,
5130679,SCHUYLER (ZONE), ,1/12/2000,2300,Heavy Snow, , ,0,0,0,0,NY,EST, ,1090833,Z,23,BGM,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"A low pressure system tracked across Ohio into Maryland late on the 12th spreading snow into Central New York. The low then tracked off the mid-Atlantic coast during the day of the 13th. Snow continued across the region during the morning of the 13th before tapering off to a few flurries during the afternoon. The heaviest snow (5 to 8 inches) fell over the Finger Lakes, Central Southern Tier, Susquehanna Region and Western Catskills. Lesser amounts  (2 to 5 inches) of snow fell over the Mohawk Valley. Many automobile accidents were reported throughout the region, but none were serious. Numerous schools closed.",34,,,,,,,,,,,,,,,,,
5130678,OTSEGO (ZONE), ,1/12/2000,2300,Heavy Snow, , ,0,0,0,0,NY,EST, ,1090833,Z,46,BGM,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"A low pressure system tracked across Ohio into Maryland late on the 12th spreading snow into Central New York. The low then tracked off the mid-Atlantic coast during the day of the 13th. Snow continued across the region during the morning of the 13th before tapering off to a few flurries during the afternoon. The heaviest snow (5 to 8 inches) fell over the Finger Lakes, Central Southern Tier, Susquehanna Region and Western Catskills. Lesser amounts  (2 to 5 inches) of snow fell over the Mohawk Valley. Many automobile accidents were reported throughout the region, but none were serious. Numerous schools closed.",35,,,,,,,,,,,,,,,,,
5130677,ONONDAGA (ZONE), ,1/12/2000,2300,Heavy Snow, , ,0,0,0,0,NY,EST, ,1090833,Z,18,BGM,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"A low pressure system tracked across Ohio into Maryland late on the 12th spreading snow into Central New York. The low then tracked off the mid-Atlantic coast during the day of the 13th. Snow continued across the region during the morning of the 13th before tapering off to a few flurries during the afternoon. The heaviest snow (5 to 8 inches) fell over the Finger Lakes, Central Southern Tier, Susquehanna Region and Western Catskills. Lesser amounts  (2 to 5 inches) of snow fell over the Mohawk Valley. Many automobile accidents were reported throughout the region, but none were serious. Numerous schools closed.",36,,,,,,,,,,,,,,,,,
5130684,SULLIVAN (ZONE), ,1/12/2000,2300,Heavy Snow, , ,0,0,0,0,NY,EST, ,1090833,Z,62,BGM,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"A low pressure system tracked across Ohio into Maryland late on the 12th spreading snow into Central New York. The low then tracked off the mid-Atlantic coast during the day of the 13th. Snow continued across the region during the morning of the 13th before tapering off to a few flurries during the afternoon. The heaviest snow (5 to 8 inches) fell over the Finger Lakes, Central Southern Tier, Susquehanna Region and Western Catskills. Lesser amounts  (2 to 5 inches) of snow fell over the Mohawk Valley. Many automobile accidents were reported throughout the region, but none were serious. Numerous schools closed.",37,,,,,,,,,,,,,,,,,
5130686,TOMPKINS (ZONE), ,1/12/2000,2300,Heavy Snow, , ,0,0,0,0,NY,EST, ,1090833,Z,25,BGM,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"A low pressure system tracked across Ohio into Maryland late on the 12th spreading snow into Central New York. The low then tracked off the mid-Atlantic coast during the day of the 13th. Snow continued across the region during the morning of the 13th before tapering off to a few flurries during the afternoon. The heaviest snow (5 to 8 inches) fell over the Finger Lakes, Central Southern Tier, Susquehanna Region and Western Catskills. Lesser amounts  (2 to 5 inches) of snow fell over the Mohawk Valley. Many automobile accidents were reported throughout the region, but none were serious. Numerous schools closed.",38,,,,,,,,,,,,,,,,,
5130685,TIOGA (ZONE), ,1/12/2000,2300,Heavy Snow, , ,0,0,0,0,NY,EST, ,1090833,Z,55,BGM,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"A low pressure system tracked across Ohio into Maryland late on the 12th spreading snow into Central New York. The low then tracked off the mid-Atlantic coast during the day of the 13th. Snow continued across the region during the morning of the 13th before tapering off to a few flurries during the afternoon. The heaviest snow (5 to 8 inches) fell over the Finger Lakes, Central Southern Tier, Susquehanna Region and Western Catskills. Lesser amounts  (2 to 5 inches) of snow fell over the Mohawk Valley. Many automobile accidents were reported throughout the region, but none were serious. Numerous schools closed.",39,,,,,,,,,,,,,,,,,
5130680,SENECA (ZONE), ,1/12/2000,2300,Heavy Snow, , ,0,0,0,0,NY,EST, ,1090833,Z,16,BGM,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"A low pressure system tracked across Ohio into Maryland late on the 12th spreading snow into Central New York. The low then tracked off the mid-Atlantic coast during the day of the 13th. Snow continued across the region during the morning of the 13th before tapering off to a few flurries during the afternoon. The heaviest snow (5 to 8 inches) fell over the Finger Lakes, Central Southern Tier, Susquehanna Region and Western Catskills. Lesser amounts  (2 to 5 inches) of snow fell over the Mohawk Valley. Many automobile accidents were reported throughout the region, but none were serious. Numerous schools closed.",40,,,,,,,,,,,,,,,,,
5130683,STEUBEN (ZONE), ,1/12/2000,2300,Heavy Snow, , ,0,0,0,0,NY,EST, ,1090833,Z,22,BGM,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"A low pressure system tracked across Ohio into Maryland late on the 12th spreading snow into Central New York. The low then tracked off the mid-Atlantic coast during the day of the 13th. Snow continued across the region during the morning of the 13th before tapering off to a few flurries during the afternoon. The heaviest snow (5 to 8 inches) fell over the Finger Lakes, Central Southern Tier, Susquehanna Region and Western Catskills. Lesser amounts  (2 to 5 inches) of snow fell over the Mohawk Valley. Many automobile accidents were reported throughout the region, but none were serious. Numerous schools closed.",41,,,,,,,,,,,,,,,,,
5130682,SOUTHERN ONEIDA (ZONE), ,1/12/2000,2300,Heavy Snow, , ,0,0,0,0,NY,EST, ,1090833,Z,37,BGM,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"A low pressure system tracked across Ohio into Maryland late on the 12th spreading snow into Central New York. The low then tracked off the mid-Atlantic coast during the day of the 13th. Snow continued across the region during the morning of the 13th before tapering off to a few flurries during the afternoon. The heaviest snow (5 to 8 inches) fell over the Finger Lakes, Central Southern Tier, Susquehanna Region and Western Catskills. Lesser amounts  (2 to 5 inches) of snow fell over the Mohawk Valley. Many automobile accidents were reported throughout the region, but none were serious. Numerous schools closed.",42,,,,,,,,,,,,,,,,,
5130681,SOUTHERN CAYUGA (ZONE), ,1/12/2000,2300,Heavy Snow, , ,0,0,0,0,NY,EST, ,1090833,Z,17,BGM,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"A low pressure system tracked across Ohio into Maryland late on the 12th spreading snow into Central New York. The low then tracked off the mid-Atlantic coast during the day of the 13th. Snow continued across the region during the morning of the 13th before tapering off to a few flurries during the afternoon. The heaviest snow (5 to 8 inches) fell over the Finger Lakes, Central Southern Tier, Susquehanna Region and Western Catskills. Lesser amounts  (2 to 5 inches) of snow fell over the Mohawk Valley. Many automobile accidents were reported throughout the region, but none were serious. Numerous schools closed.",43,,,,,,,,,,,,,,,,,
5130671,BROOME (ZONE), ,1/12/2000,2300,Heavy Snow, , ,0,0,0,0,NY,EST, ,1090833,Z,56,BGM,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"A low pressure system tracked across Ohio into Maryland late on the 12th spreading snow into Central New York. The low then tracked off the mid-Atlantic coast during the day of the 13th. Snow continued across the region during the morning of the 13th before tapering off to a few flurries during the afternoon. The heaviest snow (5 to 8 inches) fell over the Finger Lakes, Central Southern Tier, Susquehanna Region and Western Catskills. Lesser amounts  (2 to 5 inches) of snow fell over the Mohawk Valley. Many automobile accidents were reported throughout the region, but none were serious. Numerous schools closed.",44,,,,,,,,,,,,,,,,,
5130676,MADISON (ZONE), ,1/12/2000,2300,Heavy Snow, , ,0,0,0,0,NY,EST, ,1090833,Z,36,BGM,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"A low pressure system tracked across Ohio into Maryland late on the 12th spreading snow into Central New York. The low then tracked off the mid-Atlantic coast during the day of the 13th. Snow continued across the region during the morning of the 13th before tapering off to a few flurries during the afternoon. The heaviest snow (5 to 8 inches) fell over the Finger Lakes, Central Southern Tier, Susquehanna Region and Western Catskills. Lesser amounts  (2 to 5 inches) of snow fell over the Mohawk Valley. Many automobile accidents were reported throughout the region, but none were serious. Numerous schools closed.",45,,,,,,,,,,,,,,,,,
5130675,DELAWARE (ZONE), ,1/12/2000,2300,Heavy Snow, , ,0,0,0,0,NY,EST, ,1090833,Z,57,BGM,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"A low pressure system tracked across Ohio into Maryland late on the 12th spreading snow into Central New York. The low then tracked off the mid-Atlantic coast during the day of the 13th. Snow continued across the region during the morning of the 13th before tapering off to a few flurries during the afternoon. The heaviest snow (5 to 8 inches) fell over the Finger Lakes, Central Southern Tier, Susquehanna Region and Western Catskills. Lesser amounts  (2 to 5 inches) of snow fell over the Mohawk Valley. Many automobile accidents were reported throughout the region, but none were serious. Numerous schools closed.",46,,,,,,,,,,,,,,,,,
5130672,CHEMUNG (ZONE), ,1/12/2000,2300,Heavy Snow, , ,0,0,0,0,NY,EST, ,1090833,Z,24,BGM,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"A low pressure system tracked across Ohio into Maryland late on the 12th spreading snow into Central New York. The low then tracked off the mid-Atlantic coast during the day of the 13th. Snow continued across the region during the morning of the 13th before tapering off to a few flurries during the afternoon. The heaviest snow (5 to 8 inches) fell over the Finger Lakes, Central Southern Tier, Susquehanna Region and Western Catskills. Lesser amounts  (2 to 5 inches) of snow fell over the Mohawk Valley. Many automobile accidents were reported throughout the region, but none were serious. Numerous schools closed.",47,,,,,,,,,,,,,,,,,
5130674,CORTLAND (ZONE), ,1/12/2000,2300,Heavy Snow, , ,0,0,0,0,NY,EST, ,1090833,Z,44,BGM,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"A low pressure system tracked across Ohio into Maryland late on the 12th spreading snow into Central New York. The low then tracked off the mid-Atlantic coast during the day of the 13th. Snow continued across the region during the morning of the 13th before tapering off to a few flurries during the afternoon. The heaviest snow (5 to 8 inches) fell over the Finger Lakes, Central Southern Tier, Susquehanna Region and Western Catskills. Lesser amounts  (2 to 5 inches) of snow fell over the Mohawk Valley. Many automobile accidents were reported throughout the region, but none were serious. Numerous schools closed.",48,,,,,,,,,,,,,,,,,
5131290,ERIE (ZONE), ,1/13/2000,1700,Heavy Snow, , ,0,0,8000,0,NY,EST, ,1090869,Z,10,BUF,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"Low pressure moved across Pennsylvania and brought a general snowfall of three to six inches of snow to the entire western New York area. Across the western southern tier and the higher elevations of the western Finger Lakes, snowfall totals reached twelve inches. Specific reports included: Springwater 13; Strykersville 12""; Colden 9"""," Arkwright 8""; and Perrysburg 7"". Several school districts in the southern tier cancelled classes.""",,,,,,,,,,,,,,,,,
5131294,CATTARAUGUS (ZONE), ,1/13/2000,1700,Heavy Snow, , ,0,0,10000,0,NY,EST, ,1090869,Z,20,BUF,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"Low pressure moved across Pennsylvania and brought a general snowfall of three to six inches of snow to the entire western New York area. Across the western southern tier and the higher elevations of the western Finger Lakes, snowfall totals reached twelve inches. Specific reports included: Springwater 13; Strykersville 12""; Colden 9"""," Arkwright 8""; and Perrysburg 7"". Several school districts in the southern tier cancelled classes.""",,,,,,,,,,,,,,,,,
5131293,CHAUTAUQUA (ZONE), ,1/13/2000,1700,Heavy Snow, , ,0,0,10000,0,NY,EST, ,1090869,Z,19,BUF,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"Low pressure moved across Pennsylvania and brought a general snowfall of three to six inches of snow to the entire western New York area. Across the western southern tier and the higher elevations of the western Finger Lakes, snowfall totals reached twelve inches. Specific reports included: Springwater 13; Strykersville 12""; Colden 9"""," Arkwright 8""; and Perrysburg 7"". Several school districts in the southern tier cancelled classes.""",,,,,,,,,,,,,,,,,
5131292,LIVINGSTON (ZONE), ,1/13/2000,1700,Heavy Snow, , ,0,0,8000,0,NY,EST, ,1090869,Z,13,BUF,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"Low pressure moved across Pennsylvania and brought a general snowfall of three to six inches of snow to the entire western New York area. Across the western southern tier and the higher elevations of the western Finger Lakes, snowfall totals reached twelve inches. Specific reports included: Springwater 13; Strykersville 12""; Colden 9"""," Arkwright 8""; and Perrysburg 7"". Several school districts in the southern tier cancelled classes.""",,,,,,,,,,,,,,,,,
5131291,WYOMING (ZONE), ,1/13/2000,1700,Heavy Snow, , ,0,0,8000,0,NY,EST, ,1090869,Z,12,BUF,0,0,TRAINED SPOTTER,,,, , , , , , , , , ,,"Low pressure moved across Pennsylvania and brought a general snowfall of three to six inches of snow to the entire western New York area. Across the western southern tier and the higher elevations of the western Finger Lakes, snowfall totals reached twelve inches. Specific reports included: Springwater 13; Strykersville 12""; Colden 9"""," Arkwright 8""; and Perrysburg 7"". Several school districts in the southern tier cancelled classes.""",,,,,,,,,,,,,,,,,
