EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER,,,,,,,,,,,,,,,,,,,,,,
5620633,MADISON (ZONE), ,11/14/1997,0,Heavy Snow, , ,0,0,0,0,NY,EST, ,2071101,Z,36,BGM,0,0, ,,,, , , , , , , , , ,,"A complex storm system, with its main center having tracked up the coast from Virginia to New England, brought a period of heavy wet snow to much of central New York from just after midnight on the 14th until late that same evening.  
     Amounts were heaviest from portions of the central southern tier across the Finger Lakes region and into the Mohawk Valley.  There were many localities within this area that received over a foot of snow from this event.  Some of the highest totals follow:  Auburn (Cayuga county) - 16 inches, Burdett (Schuyler county) - 14 inches, Holland Patent (Oneida county) - 13 inches, Reading Centre (Schuyler county) - 12 inches, and Haskinville (Steuben county) - 12 inches.  Snow loading from the heavy wet nature of the snowfall resulted in downed power lines and isolated roof collapses in sections of Onondaga and Oneida counties.  
     A broader area of 6 to 10 inch accumulations affected most of the central southern tier and Susquehanna regions across New York's southern tier.",11,,,,,,,,,,,,,,,,,,,,,,
5619588,CHENANGO (ZONE), ,11/14/1997,0,Heavy Snow, , ,0,0,0,0,NY,EST, ,2071101,Z,45,BGM,0,0, ,,,, , , , , , , , , ,,"A complex storm system, with its main center having tracked up the coast from Virginia to New England, brought a period of heavy wet snow to much of central New York from just after midnight on the 14th until late that same evening.  
     Amounts were heaviest from portions of the central southern tier across the Finger Lakes region and into the Mohawk Valley.  There were many localities within this area that received over a foot of snow from this event.  Some of the highest totals follow:  Auburn (Cayuga county) - 16 inches, Burdett (Schuyler county) - 14 inches, Holland Patent (Oneida county) - 13 inches, Reading Centre (Schuyler county) - 12 inches, and Haskinville (Steuben county) - 12 inches.  Snow loading from the heavy wet nature of the snowfall resulted in downed power lines and isolated roof collapses in sections of Onondaga and Oneida counties.  
     A broader area of 6 to 10 inch accumulations affected most of the central southern tier and Susquehanna regions across New York's southern tier.",12,,,,,,,,,,,,,,,,,,,,,,
5619587,CHEMUNG (ZONE), ,11/14/1997,0,Heavy Snow, , ,0,0,0,0,NY,EST, ,2071101,Z,24,BGM,0,0, ,,,, , , , , , , , , ,,"A complex storm system, with its main center having tracked up the coast from Virginia to New England, brought a period of heavy wet snow to much of central New York from just after midnight on the 14th until late that same evening.  
     Amounts were heaviest from portions of the central southern tier across the Finger Lakes region and into the Mohawk Valley.  There were many localities within this area that received over a foot of snow from this event.  Some of the highest totals follow:  Auburn (Cayuga county) - 16 inches, Burdett (Schuyler county) - 14 inches, Holland Patent (Oneida county) - 13 inches, Reading Centre (Schuyler county) - 12 inches, and Haskinville (Steuben county) - 12 inches.  Snow loading from the heavy wet nature of the snowfall resulted in downed power lines and isolated roof collapses in sections of Onondaga and Oneida counties.  
     A broader area of 6 to 10 inch accumulations affected most of the central southern tier and Susquehanna regions across New York's southern tier.",13,,,,,,,,,,,,,,,,,,,,,,
5620638,SENECA (ZONE), ,11/14/1997,0,Heavy Snow, , ,0,0,0,0,NY,EST, ,2071101,Z,16,BGM,0,0, ,,,, , , , , , , , , ,,"A complex storm system, with its main center having tracked up the coast from Virginia to New England, brought a period of heavy wet snow to much of central New York from just after midnight on the 14th until late that same evening.  
     Amounts were heaviest from portions of the central southern tier across the Finger Lakes region and into the Mohawk Valley.  There were many localities within this area that received over a foot of snow from this event.  Some of the highest totals follow:  Auburn (Cayuga county) - 16 inches, Burdett (Schuyler county) - 14 inches, Holland Patent (Oneida county) - 13 inches, Reading Centre (Schuyler county) - 12 inches, and Haskinville (Steuben county) - 12 inches.  Snow loading from the heavy wet nature of the snowfall resulted in downed power lines and isolated roof collapses in sections of Onondaga and Oneida counties.  
     A broader area of 6 to 10 inch accumulations affected most of the central southern tier and Susquehanna regions across New York's southern tier.",14,,,,,,,,,,,,,,,,,,,,,,
5620637,SCHUYLER (ZONE), ,11/14/1997,0,Heavy Snow, , ,0,0,0,0,NY,EST, ,2071101,Z,23,BGM,0,0, ,,,, , , , , , , , , ,,"A complex storm system, with its main center having tracked up the coast from Virginia to New England, brought a period of heavy wet snow to much of central New York from just after midnight on the 14th until late that same evening.  
     Amounts were heaviest from portions of the central southern tier across the Finger Lakes region and into the Mohawk Valley.  There were many localities within this area that received over a foot of snow from this event.  Some of the highest totals follow:  Auburn (Cayuga county) - 16 inches, Burdett (Schuyler county) - 14 inches, Holland Patent (Oneida county) - 13 inches, Reading Centre (Schuyler county) - 12 inches, and Haskinville (Steuben county) - 12 inches.  Snow loading from the heavy wet nature of the snowfall resulted in downed power lines and isolated roof collapses in sections of Onondaga and Oneida counties.  
     A broader area of 6 to 10 inch accumulations affected most of the central southern tier and Susquehanna regions across New York's southern tier.",15,,,,,,,,,,,,,,,,,,,,,,
5620636,OTSEGO (ZONE), ,11/14/1997,0,Heavy Snow, , ,0,0,0,0,NY,EST, ,2071101,Z,46,BGM,0,0, ,,,, , , , , , , , , ,,"A complex storm system, with its main center having tracked up the coast from Virginia to New England, brought a period of heavy wet snow to much of central New York from just after midnight on the 14th until late that same evening.  
     Amounts were heaviest from portions of the central southern tier across the Finger Lakes region and into the Mohawk Valley.  There were many localities within this area that received over a foot of snow from this event.  Some of the highest totals follow:  Auburn (Cayuga county) - 16 inches, Burdett (Schuyler county) - 14 inches, Holland Patent (Oneida county) - 13 inches, Reading Centre (Schuyler county) - 12 inches, and Haskinville (Steuben county) - 12 inches.  Snow loading from the heavy wet nature of the snowfall resulted in downed power lines and isolated roof collapses in sections of Onondaga and Oneida counties.  
     A broader area of 6 to 10 inch accumulations affected most of the central southern tier and Susquehanna regions across New York's southern tier.",16,,,,,,,,,,,,,,,,,,,,,,
5620632,CORTLAND (ZONE), ,11/14/1997,0,Heavy Snow, , ,0,0,0,0,NY,EST, ,2071101,Z,44,BGM,0,0, ,,,, , , , , , , , , ,,"A complex storm system, with its main center having tracked up the coast from Virginia to New England, brought a period of heavy wet snow to much of central New York from just after midnight on the 14th until late that same evening.  
     Amounts were heaviest from portions of the central southern tier across the Finger Lakes region and into the Mohawk Valley.  There were many localities within this area that received over a foot of snow from this event.  Some of the highest totals follow:  Auburn (Cayuga county) - 16 inches, Burdett (Schuyler county) - 14 inches, Holland Patent (Oneida county) - 13 inches, Reading Centre (Schuyler county) - 12 inches, and Haskinville (Steuben county) - 12 inches.  Snow loading from the heavy wet nature of the snowfall resulted in downed power lines and isolated roof collapses in sections of Onondaga and Oneida counties.  
     A broader area of 6 to 10 inch accumulations affected most of the central southern tier and Susquehanna regions across New York's southern tier.",17,,,,,,,,,,,,,,,,,,,,,,
5622168,CATTARAUGUS (ZONE), ,11/14/1997,730,Heavy Snow, , ,0,0,8000,0,NY,EST, ,2070648,Z,20,BUF,0,0, ,,,, , , , , , , , , ,,"An early season winter storm brought heavy snow to the area as low pressure moved north along the Atlantic coast. Snowfall amounts ranged from six to twelve inches across the region with the highest amounts over the Genesee valley and western Finger Lakes. The snow  was wet and heavy and snarled traffic badly. Countless accidents were reported, many with injuries. Several school districts were forced to close. A record 9.5 inches fell at the Buffalo-Niagara Airport. At Rochester, the 10.6 inches that fell also established a record for the date. Some of the highest reports of heavy, wet snow  included 10-12 inches at West Seneca, Colden, Darien Center, Bennington, Portageville, Henrietta, Mount Morris and Springwater.",18,,,,,,,,,,,,,,,,,,,,,,
5622169,LIVINGSTON (ZONE), ,11/14/1997,800,Heavy Snow, , ,0,0,20000,0,NY,EST, ,2070648,Z,13,BUF,0,0, ,,,, , , , , , , , , ,,"An early season winter storm brought heavy snow to the area as low pressure moved north along the Atlantic coast. Snowfall amounts ranged from six to twelve inches across the region with the highest amounts over the Genesee valley and western Finger Lakes. The snow  was wet and heavy and snarled traffic badly. Countless accidents were reported, many with injuries. Several school districts were forced to close. A record 9.5 inches fell at the Buffalo-Niagara Airport. At Rochester, the 10.6 inches that fell also established a record for the date. Some of the highest reports of heavy, wet snow  included 10-12 inches at West Seneca, Colden, Darien Center, Bennington, Portageville, Henrietta, Mount Morris and Springwater.",19,,,,,,,,,,,,,,,,,,,,,,
5622170,ALLEGANY (ZONE), ,11/14/1997,800,Heavy Snow, , ,0,0,8000,0,NY,EST, ,2070648,Z,21,BUF,0,0, ,,,, , , , , , , , , ,,"An early season winter storm brought heavy snow to the area as low pressure moved north along the Atlantic coast. Snowfall amounts ranged from six to twelve inches across the region with the highest amounts over the Genesee valley and western Finger Lakes. The snow  was wet and heavy and snarled traffic badly. Countless accidents were reported, many with injuries. Several school districts were forced to close. A record 9.5 inches fell at the Buffalo-Niagara Airport. At Rochester, the 10.6 inches that fell also established a record for the date. Some of the highest reports of heavy, wet snow  included 10-12 inches at West Seneca, Colden, Darien Center, Bennington, Portageville, Henrietta, Mount Morris and Springwater.",20,,,,,,,,,,,,,,,,,,,,,,
5622171,ERIE (ZONE), ,11/14/1997,820,Heavy Snow, , ,0,0,20000,0,NY,EST, ,2070648,Z,10,BUF,0,0, ,,,, , , , , , , , , ,,"An early season winter storm brought heavy snow to the area as low pressure moved north along the Atlantic coast. Snowfall amounts ranged from six to twelve inches across the region with the highest amounts over the Genesee valley and western Finger Lakes. The snow  was wet and heavy and snarled traffic badly. Countless accidents were reported, many with injuries. Several school districts were forced to close. A record 9.5 inches fell at the Buffalo-Niagara Airport. At Rochester, the 10.6 inches that fell also established a record for the date. Some of the highest reports of heavy, wet snow  included 10-12 inches at West Seneca, Colden, Darien Center, Bennington, Portageville, Henrietta, Mount Morris and Springwater.",21,,,,,,,,,,,,,,,,,,,,,,
5622172,MONROE (ZONE), ,11/14/1997,900,Heavy Snow, , ,0,0,20000,0,NY,EST, ,2070648,Z,3,BUF,0,0, ,,,, , , , , , , , , ,,"An early season winter storm brought heavy snow to the area as low pressure moved north along the Atlantic coast. Snowfall amounts ranged from six to twelve inches across the region with the highest amounts over the Genesee valley and western Finger Lakes. The snow  was wet and heavy and snarled traffic badly. Countless accidents were reported, many with injuries. Several school districts were forced to close. A record 9.5 inches fell at the Buffalo-Niagara Airport. At Rochester, the 10.6 inches that fell also established a record for the date. Some of the highest reports of heavy, wet snow  included 10-12 inches at West Seneca, Colden, Darien Center, Bennington, Portageville, Henrietta, Mount Morris and Springwater.",22,,,,,,,,,,,,,,,,,,,,,,
5622173,CHAUTAUQUA (ZONE), ,11/14/1997,900,Heavy Snow, , ,0,0,8000,0,NY,EST, ,2070648,Z,19,BUF,0,0, ,,,, , , , , , , , , ,,"An early season winter storm brought heavy snow to the area as low pressure moved north along the Atlantic coast. Snowfall amounts ranged from six to twelve inches across the region with the highest amounts over the Genesee valley and western Finger Lakes. The snow  was wet and heavy and snarled traffic badly. Countless accidents were reported, many with injuries. Several school districts were forced to close. A record 9.5 inches fell at the Buffalo-Niagara Airport. At Rochester, the 10.6 inches that fell also established a record for the date. Some of the highest reports of heavy, wet snow  included 10-12 inches at West Seneca, Colden, Darien Center, Bennington, Portageville, Henrietta, Mount Morris and Springwater.",23,,,,,,,,,,,,,,,,,,,,,,
5622174,ONTARIO (ZONE), ,11/14/1997,900,Heavy Snow, , ,0,0,20000,0,NY,EST, ,2070648,Z,14,BUF,0,0, ,,,, , , , , , , , , ,,"An early season winter storm brought heavy snow to the area as low pressure moved north along the Atlantic coast. Snowfall amounts ranged from six to twelve inches across the region with the highest amounts over the Genesee valley and western Finger Lakes. The snow  was wet and heavy and snarled traffic badly. Countless accidents were reported, many with injuries. Several school districts were forced to close. A record 9.5 inches fell at the Buffalo-Niagara Airport. At Rochester, the 10.6 inches that fell also established a record for the date. Some of the highest reports of heavy, wet snow  included 10-12 inches at West Seneca, Colden, Darien Center, Bennington, Portageville, Henrietta, Mount Morris and Springwater.",24,,,,,,,,,,,,,,,,,,,,,,
5622444,WAYNE (ZONE), ,11/14/1997,920,Heavy Snow, , ,0,0,8000,0,NY,EST, ,2070648,Z,4,BUF,0,0, ,,,, , , , , , , , , ,,"An early season winter storm brought heavy snow to the area as low pressure moved north along the Atlantic coast. Snowfall amounts ranged from six to twelve inches across the region with the highest amounts over the Genesee valley and western Finger Lakes. The snow  was wet and heavy and snarled traffic badly. Countless accidents were reported, many with injuries. Several school districts were forced to close. A record 9.5 inches fell at the Buffalo-Niagara Airport. At Rochester, the 10.6 inches that fell also established a record for the date. Some of the highest reports of heavy, wet snow  included 10-12 inches at West Seneca, Colden, Darien Center, Bennington, Portageville, Henrietta, Mount Morris and Springwater.",25,,,,,,,,,,,,,,,,,,,,,,
5622446,ORLEANS (ZONE), ,11/14/1997,1000,Heavy Snow, , ,0,0,10000,0,NY,EST, ,2070648,Z,2,BUF,0,0, ,,,, , , , , , , , , ,,"An early season winter storm brought heavy snow to the area as low pressure moved north along the Atlantic coast. Snowfall amounts ranged from six to twelve inches across the region with the highest amounts over the Genesee valley and western Finger Lakes. The snow  was wet and heavy and snarled traffic badly. Countless accidents were reported, many with injuries. Several school districts were forced to close. A record 9.5 inches fell at the Buffalo-Niagara Airport. At Rochester, the 10.6 inches that fell also established a record for the date. Some of the highest reports of heavy, wet snow  included 10-12 inches at West Seneca, Colden, Darien Center, Bennington, Portageville, Henrietta, Mount Morris and Springwater.",26,,,,,,,,,,,,,,,,,,,,,,
5622445,NIAGARA (ZONE), ,11/14/1997,1000,Heavy Snow, , ,0,0,10000,0,NY,EST, ,2070648,Z,1,BUF,0,0, ,,,, , , , , , , , , ,,"An early season winter storm brought heavy snow to the area as low pressure moved north along the Atlantic coast. Snowfall amounts ranged from six to twelve inches across the region with the highest amounts over the Genesee valley and western Finger Lakes. The snow  was wet and heavy and snarled traffic badly. Countless accidents were reported, many with injuries. Several school districts were forced to close. A record 9.5 inches fell at the Buffalo-Niagara Airport. At Rochester, the 10.6 inches that fell also established a record for the date. Some of the highest reports of heavy, wet snow  included 10-12 inches at West Seneca, Colden, Darien Center, Bennington, Portageville, Henrietta, Mount Morris and Springwater.",27,,,,,,,,,,,,,,,,,,,,,,
5622447,GENESEE (ZONE), ,11/14/1997,1100,Heavy Snow, , ,0,0,15000,0,NY,EST, ,2070648,Z,11,BUF,0,0, ,,,, , , , , , , , , ,,"An early season winter storm brought heavy snow to the area as low pressure moved north along the Atlantic coast. Snowfall amounts ranged from six to twelve inches across the region with the highest amounts over the Genesee valley and western Finger Lakes. The snow  was wet and heavy and snarled traffic badly. Countless accidents were reported, many with injuries. Several school districts were forced to close. A record 9.5 inches fell at the Buffalo-Niagara Airport. At Rochester, the 10.6 inches that fell also established a record for the date. Some of the highest reports of heavy, wet snow  included 10-12 inches at West Seneca, Colden, Darien Center, Bennington, Portageville, Henrietta, Mount Morris and Springwater.",28,,,,,,,,,,,,,,,,,,,,,,
5622448,WYOMING (ZONE), ,11/14/1997,1200,Heavy Snow, , ,0,0,15000,0,NY,EST, ,2070648,Z,12,BUF,0,0, ,,,, , , , , , , , , ,,"An early season winter storm brought heavy snow to the area as low pressure moved north along the Atlantic coast. Snowfall amounts ranged from six to twelve inches across the region with the highest amounts over the Genesee valley and western Finger Lakes. The snow  was wet and heavy and snarled traffic badly. Countless accidents were reported, many with injuries. Several school districts were forced to close. A record 9.5 inches fell at the Buffalo-Niagara Airport. At Rochester, the 10.6 inches that fell also established a record for the date. Some of the highest reports of heavy, wet snow  included 10-12 inches at West Seneca, Colden, Darien Center, Bennington, Portageville, Henrietta, Mount Morris and Springwater.",29,,,,,,,,,,,,,,,,,,,,,,
5622449,NORTHERN CAYUGA (ZONE), ,11/14/1997,1500,Heavy Snow, , ,0,0,10000,0,NY,EST, ,2070648,Z,5,BUF,0,0, ,,,, , , , , , , , , ,,"An early season winter storm brought heavy snow to the area as low pressure moved north along the Atlantic coast. Snowfall amounts ranged from six to twelve inches across the region with the highest amounts over the Genesee valley and western Finger Lakes. The snow  was wet and heavy and snarled traffic badly. Countless accidents were reported, many with injuries. Several school districts were forced to close. A record 9.5 inches fell at the Buffalo-Niagara Airport. At Rochester, the 10.6 inches that fell also established a record for the date. Some of the highest reports of heavy, wet snow  included 10-12 inches at West Seneca, Colden, Darien Center, Bennington, Portageville, Henrietta, Mount Morris and Springwater.",30,,,,,,,,,,,,,,,,,,,,,,
5622450,OSWEGO (ZONE), ,11/14/1997,1630,Heavy Snow, , ,0,0,10000,0,NY,EST, ,2070648,Z,6,BUF,0,0, ,,,, , , , , , , , , ,,"An early season winter storm brought heavy snow to the area as low pressure moved north along the Atlantic coast. Snowfall amounts ranged from six to twelve inches across the region with the highest amounts over the Genesee valley and western Finger Lakes. The snow  was wet and heavy and snarled traffic badly. Countless accidents were reported, many with injuries. Several school districts were forced to close. A record 9.5 inches fell at the Buffalo-Niagara Airport. At Rochester, the 10.6 inches that fell also established a record for the date. Some of the highest reports of heavy, wet snow  included 10-12 inches at West Seneca, Colden, Darien Center, Bennington, Portageville, Henrietta, Mount Morris and Springwater.",31,,,,,,,,,,,,,,,,,,,,,,
5622451,JEFFERSON (ZONE), ,11/14/1997,1700,Heavy Snow, , ,0,0,8000,0,NY,EST, ,2070648,Z,7,BUF,0,0, ,,,, , , , , , , , , ,,"An early season winter storm brought heavy snow to the area as low pressure moved north along the Atlantic coast. Snowfall amounts ranged from six to twelve inches across the region with the highest amounts over the Genesee valley and western Finger Lakes. The snow  was wet and heavy and snarled traffic badly. Countless accidents were reported, many with injuries. Several school districts were forced to close. A record 9.5 inches fell at the Buffalo-Niagara Airport. At Rochester, the 10.6 inches that fell also established a record for the date. Some of the highest reports of heavy, wet snow  included 10-12 inches at West Seneca, Colden, Darien Center, Bennington, Portageville, Henrietta, Mount Morris and Springwater.",32,,,,,,,,,,,,,,,,,,,,,,
